web-scraper-order,web-scraper-start-url,links,links-href,price,marque,adresse,image-link-src
"1738691916-765","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone XS 64go/256go","https://www.dakarvente.com/annonce-29033-iphone-xs-64go-256go.html","175.000  FCFA","Salut ! Phone house vous propose des iPhone XS authentiques certifiés en provenance des usa état neuf vendu avec facture et garantie accessoires offerts (échange accepté ).","Offre d'un particulier à Dakar","media/annonces/pics/6b999377c42ed9ea8e093eb27ae2024d.jpeg"
"1738691921-766","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone XS Max","https://www.dakarvente.com/annonce-29034-iphone-xs-max.html","240.000  FCFA","Salut ! Phone house vous propose des iPhone XS Max authentiques certifiés en provenance des usa état neuf vendu avec facture et garantie accessoires offerts (échange accepté ).","Offre d'un particulier à Dakar","media/annonces/pics/1bd82da93b23c686d908d777c9d2ee68.jpeg"
"1738691926-767","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 11 Pro max","https://www.dakarvente.com/annonce-29038-iphone-11-pro-max.html","355.000  FCFA","Je propose des iPhone 11 Pro max authentiques venant des usa capacité 64go et 256go vendu sous facture et garantie accessoires offerts","Offre d'un particulier à Dakar","media/annonces/pics/3ca9c5f40f5894b0339a660e37a95771.jpeg"
"1738691932-768","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 11 64go/128go","https://www.dakarvente.com/annonce-29039-iphone-11-64go-128go.html","290.000  FCFA","Je propose des iPhone 11 authentique venant  des usa capacité 64go et 128go vendu sous facture et garantie accessoires offerts","Offre d'un particulier à Dakar","media/annonces/pics/e9880083c86e50a96871c2bbb123abbe.jpeg"
"1738691938-769","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 11 pro","https://www.dakarvente.com/annonce-29040-iphone-11-pro.html","290.000  FCFA","Je propose des iPhone 11 Pro authentique venant des  usa capacité 64go et 256go vendu avec facture et garantie accessoires offerts","Offre d'un particulier à Dakar","media/annonces/pics/7111fb7c5d34255d3e661bd065dc8384.jpeg"
"1738691952-770","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iphone 12 pro","https://www.dakarvente.com/annonce-29043-iphone-12-pro.html","450.000  FCFA","Salut nous avons des iphone 12 pro  authentiques certifiés état neuf sous facture et garantie livraison immédiate (satisfaction garantie)","Offre d'un particulier à Dakar","media/annonces/pics/238557279f44f22df3d9b9a983423193.jpeg"
"1738691959-771","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iphone 12 pro max","https://www.dakarvente.com/annonce-29044-iphone-12-pro-max.html","515.000  FCFA","Salut nous avons des iphone 12 pro max authentique certifié état neuf sous facture et garantie livraison immédiate (satisfaction garantie)","Offre d'un particulier à Dakar","media/annonces/pics/74c1a5972f2a18336504ef6a98007fa9.jpeg"
"1738691967-772","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iphone 13 simple neuf scellé","https://www.dakarvente.com/annonce-29045-iphone-13-simple-neuf-scell.html","520.000  FCFA","Salut nous avons des iphone 13 simple authentique certifié état neuf sous scellés vendu avec facture et garantie livraison immédiate (satisfaction garantie)","Offre d'un particulier à Dakar","media/annonces/pics/7166957c91d935bdc2f64f7153151a66.jpeg"
"1738691975-773","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","Sony Xperia 1","https://www.dakarvente.com/annonce-29087-sony-xperia-1.html","110.000  FCFA","Sony Xperia 1 à vendre.

État propre.","Offre d'un particulier à Cité Keur Gorgui","media/annonces/pics/0846c9c7dd4e7f98b5d1af2e1a3c6c52.jpg"
"1738691981-774","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 7 128go","https://www.dakarvente.com/annonce-29116-iphone-7-128go.html","75.000  FCFA","Apple iPhone 7 128go authentique certifié état neuf avec facture et garantie échange possible livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/64d77c6b33dce1b1a474dfaa8c4303c5.jpeg"
"1738691989-775","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone X 256GB scellé","https://www.dakarvente.com/annonce-29174-iphone-x-256gb-scell.html","200.000  FCFA","Offre Spéciale !!



IPhone X 256GB tout neuf dans sa boîte 



  Vendue sur facture avec garantie de 6moi 



Livraison offerte



NB: Stock limité



Les meilleurs qualité chez nous !!","Offre d'un particulier à Dakar","media/annonces/pics/49ce3506f4c8299c9f8e60da709e7d53.jpeg"
"1738691997-776","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","Apple iPhone 13 pro max  512GB  Factory unlocked","https://www.dakarvente.com/annonce-29428-apple-iphone-13-pro-max-512gb-factory-unlocked.html","550  FCFA","Apple iPhone 13 pro max  512GB  Factory unlocked new never used with complete accessories in his box and warranty.



contact :whatsApp +17408303993","Offre d'un particulier à Dakar","media/annonces/pics/5a96828b2d98bb59c6183626ecf72487.jpg"
"1738692001-777","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone 8plus 64GB","https://www.dakarvente.com/annonce-29600-iphone-8plus-64gb.html","","","",""
"1738692006-778","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone X 256GB en promo","https://www.dakarvente.com/annonce-29601-iphone-x-256gb-en-promo.html","","","",""
"1738692014-779","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone XS 256GB","https://www.dakarvente.com/annonce-29602-iphone-xs-256gb.html","210.000  FCFA","IPhone XS 256GB



Vendue sur facture avec garantie de 6moi 



Coque et blindé offert 



Livraison Express en moins 1h



Nb: stock limite 



Les meilleurs qualité à petit prix!!","Offre d'un particulier à Dakar","media/annonces/pics/f55da312d6cb6a902e2a167943a71838.jpeg"
"1738692021-780","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone 11 128GB","https://www.dakarvente.com/annonce-29603-iphone-11-128gb.html","260.000  FCFA","IPhone 7plus tout neuf dans boîte 



Vendue sur facture avec garantie de 6moi 



Coque et blindé offert 



Livraison Express en moins 1h



Nb: stock limite 



Les meilleurs qualité à petit prix!!","Offre d'un particulier à Dakar","media/annonces/pics/a9d40ef408cfedc77106eea81cc507d8.jpeg"
"1738692027-781","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone 11 Pro 64GB","https://www.dakarvente.com/annonce-29604-iphone-11-pro-64gb.html","285.000  FCFA","Offre spéciale !

IPhone 11 Pro 64GB avec ses accessoires 



Vendue sur facture avec garantie de 6moi 



Coque et blindé offert 



Livraison Express en moins 1h



Nb: stock limite 



Les meilleurs qualité à petit prix!!","Offre d'un particulier à Dakar","media/annonces/pics/e6f190721e8911c61849e3225a72a8bd.jpeg"
"1738692033-782","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone XS 256GB dual SIM","https://www.dakarvente.com/annonce-29625-iphone-xs-256gb-dual-sim.html","210.000  FCFA","Offre Spéciale pour vous!!

IPhone XS 256GB jamais utilisé avec ses accessoires 



Vendue sur facture avec garantie de 6moi 



Coque et blindé offert 



Livraison Express en moins 1h



Nb: stock limite 



Les meilleurs qualité à petit prix!!","Offre d'un particulier à Dakar","media/annonces/pics/f397cbe4013142d9fb25470c3245d528.jpeg"
"1738692039-783","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 7 plus","https://www.dakarvente.com/annonce-29885-iphone-7-plus.html","125.000  FCFA","iPhone 7plus à vendre 128go","Offre d'un particulier à Médina","media/annonces/pics/b49f0f6108e3407cc7f7d4821c1bd91c.jpeg"
"1738692046-784","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone X","https://www.dakarvente.com/annonce-29934-iphone-x.html","160.000  FCFA","Des IPhones X venant très propre disponible 64Go et 256Go","Offre d'un particulier à Sacré Coeur","media/annonces/pics/bc9ef59532c02742d325915dad65829b.jpeg"
"1738692053-785","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","Tout type d'iPhone","https://www.dakarvente.com/annonce-29935-tout-type-d-iphone.html","100.000  FCFA","iPhone venant de 6s jusqu’à 12pro max disponible","Offre d'un particulier à Sacré Coeur","media/annonces/pics/2870613f84f3969ee3b82db019f7e66d.jpeg"
"1738692059-786","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 7 plus 128go","https://www.dakarvente.com/annonce-30037-iphone-7-plus-128go.html","130.000  FCFA","Nous avons des iPhone 7 Plus authentique certifié en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/b2d4a9a8552182e31a133051b5e89792.jpeg"
"1738692064-787","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 8 Plus 64g/256g","https://www.dakarvente.com/annonce-30038-iphone-8-plus-64g-256g.html","","","",""
"1738692069-788","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone X 64g/256g","https://www.dakarvente.com/annonce-30039-iphone-x-64g-256g.html","155.000  FCFA","Nous avons des iPhone x authentique certifié en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/5e6d2d6b6f1ab3c46a34788fefb4a329.jpeg"
"1738692074-789","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone XR 64g/128g","https://www.dakarvente.com/annonce-30040-iphone-xr-64g-128g.html","165.000  FCFA","Nous avons des iPhone XR authentique certifié en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/feab86b752658b3d047b4077ed8cf7e7.jpeg"
"1738692080-790","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone XS Max","https://www.dakarvente.com/annonce-30041-iphone-xs-max.html","240.000  FCFA","Trouver l'offre la moins chère Chez nous ! 



Nous avons des iPhone XS Max authentique certifié état neuf en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/c6d74d5fa6031986ac203186fc7699b3.jpeg"
"1738692085-791","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 11 authentique","https://www.dakarvente.com/annonce-30042-iphone-11-authentique.html","255.000  FCFA","Trouver l'offre la moins chère Chez nous ! 



Nous avons des iPhone 11 authentique certifié état  neuf en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/a819a7a47177fcae7f0e1da826270aac.jpeg"
"1738692091-792","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone 8plus 64GB","https://www.dakarvente.com/annonce-30066-iphone-8plus-64gb.html","147.000  FCFA","Offre spéciale pour vous !!!



IPhone 8plus 64GB neuf avec ses accessoires 

À petit prix 



Vendue sur facture avec garantie 

Livraison express 



Nb: satisfait ou rembourser","Offre d'un particulier à Dakar","media/annonces/pics/e0e8d6be88091c083be8494b097376bf.jpeg"
"1738692097-793","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone X 64GB en promo","https://www.dakarvente.com/annonce-30067-iphone-x-64gb-en-promo.html","155.000  FCFA","Offre spéciale pour vous !!!



IPhone X 64GB neuf avec ses accessoires 

À petit prix 



Vendue sur facture avec garantie 

Livraison express 



Nb: satisfait ou rembourser","Offre d'un particulier à Dakar","img/nophoto.png"
"1738692102-794","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone XR 128GB en promo","https://www.dakarvente.com/annonce-30068-iphone-xr-128gb-en-promo.html","187.000  FCFA","Offre spéciale pour vous !!!



IPhone XR 128GB neuf avec ses accessoires 

À petit prix 



Vendue sur facture avec garantie 

Livraison express 



Nb: satisfait ou rembourser 



Disponible en 64GB aussi","Offre d'un particulier à Dakar","media/annonces/pics/11e270712d82be3ac923153261e403dc.jpeg"
"1738692107-795","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","IPhone XSMAX 256GB en promo","https://www.dakarvente.com/annonce-30069-iphone-xsmax-256gb-en-promo.html","225.000  FCFA","Offre spéciale pour vous !!!



IPhone XSMAX 256GB neuf avec ses accessoires 

À petit prix 



Vendue sur facture avec garantie 

Livraison express 



Nb: satisfait ou rembourser 

Disponible en 64GB aussi","Offre d'un particulier à Dakar","media/annonces/pics/3cf36a29a1c5a2979e498de05610cb80.jpeg"
"1738692118-796","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","Samsung Galaxy note 3","https://www.dakarvente.com/annonce-30158-samsung-galaxy-note-3.html","35.000  FCFA","Samsung Galaxy note 3, 32gb, neuf.","Offre d'un particulier à Pikine","media/annonces/pics/61b106d849eee4bb05fa7890f4b53e7c.jpg"
"1738692142-797","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone 7 plus neuf scellé","https://www.dakarvente.com/annonce-30204-iphone-7-plus-neuf-scell.html","145.000  FCFA","Trouver l'offre la moins cher Chez nous ! 



Nous avons des iPhone 7 Plus authentique certifié toute neuf sous scellés en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/f60c4cb5e207ae6cd7b691f4bd3600ee.jpeg"
"1738692152-798","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone 8 plus","https://www.dakarvente.com/annonce-30205-iphone-8-plus.html","185.000  FCFA","Trouver l'offre la moins cher Chez nous ! 



Nous avons des iPhone 8 Plus authentique certifié toute neuf sous scellés en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/d6632ac0a5112436d8d337d5a7efe42e.jpeg"
"1738692173-799","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone X 64g/256g neuf","https://www.dakarvente.com/annonce-30206-iphone-x-64g-256g-neuf.html","210.000  FCFA","Trouver l'offre la moins cher Chez nous ! 



Nous avons des iPhone X authentique certifié toute neuf sous scellés en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/8a8bede5b0239f1fdbf3e4cda710a647.jpeg"
"1738692201-800","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone XR neuf scellé","https://www.dakarvente.com/annonce-30208-iphone-xr-neuf-scell.html","220.000  FCFA","Trouver l'offre la moins cher Chez nous ! 



Nous avons des iPhone XR authentique certifié toute neuf sous scellés en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/bc1fb3b44a80dcb45c8fe238805102e9.jpeg"
"1738692227-801","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone XS 64go/25go neuf","https://www.dakarvente.com/annonce-30209-iphone-xs-64go-25go-neuf.html","225.000  FCFA","Trouver l'offre la moins cher Chez nous ! 



Nous avons des iPhone XS authentique certifié toute neuf sous scellés en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/e2abf19d2d656ba6ee16390eaba86a16.jpeg"
"1738692244-802","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone XS Max neuf","https://www.dakarvente.com/annonce-30210-iphone-xs-max-neuf.html","275.000  FCFA","Trouver l'offre la moins cher Chez nous ! 



Nous avons des iPhone XS Max authentique certifié toute neuf sous scellés en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/fbae9759af02f6ea07b1a75c0c3a8167.jpeg"
"1738692253-803","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone 11 64g/128g neuf","https://www.dakarvente.com/annonce-30211-iphone-11-64g-128g-neuf.html","310.000  FCFA","Trouver l'offre la moins cher Chez nous ! 



Nous avons des iPhone 11 authentique certifié toute neuf sous scellés en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/b786235a7fe4bcad69e4d98a5bc83c9b.jpeg"
"1738692260-804","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone 11 Pro neuf scellé","https://www.dakarvente.com/annonce-30212-iphone-11-pro-neuf-scell.html","380.000  FCFA","Nous avons des iPhone 11 Pro  authentique certifié en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/8d6e4726aa6efe2383dd1b46380bba44.jpeg"
"1738692266-805","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone 11 Pro neuf scellé","https://www.dakarvente.com/annonce-30213-iphone-11-pro-neuf-scell.html","430.000  FCFA","Nous avons des iPhone 11 Pro Max neuf scellé  authentique certifié en provenance des usa","Offre d'un particulier à Dakar","media/annonces/pics/1319c21840f89a2d92f2cdd22da26a4d.jpeg"
"1738692277-806","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=18","iPhone 12 neuf scellé","https://www.dakarvente.com/annonce-30214-iphone-12-neuf-scell.html","450.000  FCFA","Nous avons des iPhone 12 simples  authentiques certifiés en provenance des USA","Offre d'un particulier à Dakar","media/annonces/pics/be0575051e66b0171178c531e724bacd.jpeg"
